                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.69902,                0.40689,                0.83014,                0.99001,                0.99418,                0.99299,                0.88537,                0.51448,                0.34183,                0.79445,                0.00901,                0.00901,                0.00901
                     13,                0.68594,                0.39908,                0.82846,                0.99177,                0.99518,                0.99338,                0.89374,                0.48776,                0.33098,                 0.7897,               0.008911,               0.008911,               0.008911
                     14,                0.67415,                0.39058,                0.82568,                 0.9912,                0.99565,                0.99336,                0.89019,                 0.5032,                0.33161,                0.79251,               0.008812,               0.008812,               0.008812
                     15,                0.65905,                0.38248,                0.82407,                0.99511,                0.99549,                0.99364,                0.89751,                0.47717,                0.32083,                0.78937,               0.008713,               0.008713,               0.008713
                     16,                0.64247,                0.37435,                0.82163,                0.99469,                0.99458,                0.99359,                0.90981,                0.44212,                0.30818,                0.78384,               0.008614,               0.008614,               0.008614
                     17,                0.63742,                0.37121,                0.82052,                0.99444,                0.99492,                0.99371,                0.91338,                0.44112,                0.30396,                0.78337,               0.008515,               0.008515,               0.008515
                     18,                0.62416,                0.36497,                0.81898,                0.99481,                0.99501,                 0.9936,                0.91257,                0.43582,                0.30014,                0.78215,               0.008416,               0.008416,               0.008416
                     19,                0.61434,                0.36123,                0.81759,                0.99594,                0.99682,                0.99377,                0.91427,                0.43217,                0.29422,                0.78186,               0.008317,               0.008317,               0.008317
                     20,                0.60542,                0.35469,                 0.8157,                0.99582,                0.99719,                0.99374,                0.91393,                0.44296,                0.29692,                0.78364,               0.008218,               0.008218,               0.008218
                     21,                0.59396,                0.34755,                 0.8146,                0.99566,                 0.9951,                0.99363,                0.91997,                0.41734,                0.28866,                0.77911,               0.008119,               0.008119,               0.008119
                     22,                0.58935,                0.34709,                0.81344,                0.99607,                0.99661,                0.99365,                0.92386,                0.40531,                0.28426,                0.77742,                0.00802,                0.00802,                0.00802
                     23,                0.57905,                0.34068,                0.81228,                0.99563,                0.99714,                0.99378,                0.92486,                0.40637,                0.28227,                0.77752,               0.007921,               0.007921,               0.007921
                     24,                0.56993,                0.33618,                0.81069,                0.99615,                0.99647,                 0.9937,                0.92785,                0.39551,                0.27827,                0.77689,               0.007822,               0.007822,               0.007822
                     25,                0.56675,                0.33422,                0.81066,                0.99581,                0.99624,                0.99366,                 0.9291,                0.39226,                0.27582,                0.77517,               0.007723,               0.007723,               0.007723
                     26,                0.55852,                0.33112,                0.80983,                0.99648,                0.99748,                 0.9937,                0.93232,                 0.3849,                0.27125,                0.77461,               0.007624,               0.007624,               0.007624
                     27,                0.55087,                0.32572,                0.80788,                0.99634,                0.99706,                0.99378,                0.93418,                0.37884,                0.26842,                0.77452,               0.007525,               0.007525,               0.007525
                     28,                 0.5483,                0.32424,                0.80739,                0.99656,                0.99712,                 0.9937,                0.93544,                0.37446,                0.26731,                0.77301,               0.007426,               0.007426,               0.007426
                     29,                0.54031,                 0.3208,                0.80647,                0.99573,                0.99746,                0.99378,                0.93722,                0.37272,                0.26647,                0.77334,               0.007327,               0.007327,               0.007327
                     30,                0.53359,                 0.3177,                0.80579,                0.99639,                0.99674,                0.99387,                0.94224,                0.35687,                 0.2607,                0.77109,               0.007228,               0.007228,               0.007228
                     31,                  0.531,                0.31575,                0.80555,                0.99653,                0.99709,                0.99395,                0.94116,                0.36095,                0.25808,                0.77235,               0.007129,               0.007129,               0.007129
                     32,                0.52377,                0.31433,                0.80514,                0.99674,                0.99781,                0.99384,                0.94477,                0.35243,                0.25602,                0.77107,                0.00703,                0.00703,                0.00703
                     33,                0.51962,                0.31098,                0.80397,                0.99636,                0.99754,                0.99387,                0.94351,                0.35275,                0.25497,                0.77143,               0.006931,               0.006931,               0.006931
                     34,                0.51369,                0.30858,                0.80282,                0.99626,                0.99774,                0.99387,                0.94618,                0.34711,                0.25325,                 0.7703,               0.006832,               0.006832,               0.006832
                     35,                0.50801,                  0.305,                0.80197,                0.99665,                0.99703,                0.99388,                0.94602,                0.34217,                 0.2515,                0.76937,               0.006733,               0.006733,               0.006733
                     36,                0.50459,                0.30273,                0.80183,                0.99633,                0.99643,                0.99382,                0.94652,                0.34457,                0.25207,                0.76998,               0.006634,               0.006634,               0.006634
                     37,                 0.5029,                0.30282,                 0.8019,                0.99693,                 0.9972,                  0.994,                0.94654,                0.34434,                0.24918,                0.76996,               0.006535,               0.006535,               0.006535
                     38,                 0.4965,                0.29866,                0.80132,                0.99626,                0.99723,                0.99391,                0.94987,                0.33409,                0.24713,                0.76895,               0.006436,               0.006436,               0.006436
                     39,                0.49289,                0.29806,                0.80024,                0.99675,                0.99707,                0.99405,                0.94945,                0.33599,                0.24582,                0.76858,               0.006337,               0.006337,               0.006337
                     40,                0.49147,                0.29789,                0.80051,                0.99705,                0.99772,                0.99401,                0.94981,                 0.3358,                0.24462,                0.76868,               0.006238,               0.006238,               0.006238
                     41,                0.48599,                0.29463,                0.79994,                 0.9969,                0.99741,                0.99393,                0.95231,                0.32229,                 0.2406,                0.76761,               0.006139,               0.006139,               0.006139
                     42,                0.48122,                0.29086,                0.79969,                0.99707,                0.99794,                  0.994,                0.95225,                0.32316,                0.24016,                0.76742,                0.00604,                0.00604,                0.00604
                     43,                0.47824,                0.29133,                0.79972,                0.99691,                0.99778,                0.99407,                0.95486,                0.31846,                0.23755,                0.76691,               0.005941,               0.005941,               0.005941
                     44,                0.47331,                0.28941,                0.79784,                0.99676,                 0.9973,                0.99402,                0.95374,                0.32127,                0.23885,                0.76682,               0.005842,               0.005842,               0.005842
                     45,                0.47219,                 0.2881,                0.79873,                0.99699,                0.99784,                0.99398,                 0.9553,                 0.3147,                0.23605,                0.76628,               0.005743,               0.005743,               0.005743
                     46,                0.46813,                0.28611,                0.79759,                0.99698,                0.99782,                0.99406,                0.95552,                 0.3144,                0.23549,                0.76653,               0.005644,               0.005644,               0.005644
                     47,                0.46321,                0.28362,                0.79718,                0.99686,                 0.9974,                0.99404,                0.95727,                0.30873,                0.23367,                 0.7654,               0.005545,               0.005545,               0.005545
                     48,                0.46249,                0.28249,                0.79686,                0.99689,                0.99772,                0.99406,                0.95794,                0.30671,                0.23208,                 0.7653,               0.005446,               0.005446,               0.005446
                     49,                0.45821,                0.28177,                0.79703,                 0.9972,                0.99768,                0.99406,                  0.958,                0.30592,                0.23061,                0.76523,               0.005347,               0.005347,               0.005347
                     50,                0.45209,                0.27907,                0.79646,                0.99682,                0.99739,                0.99416,                0.95977,                0.29933,                0.22955,                0.76472,               0.005248,               0.005248,               0.005248
                     51,                0.45235,                0.27812,                0.79638,                 0.9971,                0.99702,                0.99407,                0.96012,                0.29866,                0.22849,                0.76468,               0.005149,               0.005149,               0.005149
                     52,                0.44701,                0.27563,                0.79531,                0.99712,                0.99769,                0.99417,                0.96007,                0.30117,                0.22774,                0.76467,                0.00505,                0.00505,                0.00505
                     53,                0.44387,                0.27472,                0.79446,                0.99734,                0.99783,                0.99417,                0.96021,                0.29844,                0.22693,                0.76427,               0.004951,               0.004951,               0.004951
                     54,                0.44114,                0.27503,                0.79488,                0.99707,                0.99777,                0.99409,                 0.9596,                0.29962,                 0.2269,                0.76424,               0.004852,               0.004852,               0.004852
                     55,                0.43914,                0.27304,                0.79463,                0.99701,                0.99744,                 0.9941,                0.96311,                0.29054,                 0.2235,                0.76369,               0.004753,               0.004753,               0.004753
                     56,                0.43867,                0.27239,                0.79513,                0.99724,                0.99768,                0.99422,                0.96409,                0.28859,                0.22275,                0.76324,               0.004654,               0.004654,               0.004654
                     57,                0.43207,                0.27018,                0.79351,                0.99729,                0.99791,                0.99415,                0.96403,                 0.2878,                0.22177,                0.76308,               0.004555,               0.004555,               0.004555
                     58,                0.42919,                0.26816,                0.79371,                0.99714,                 0.9975,                0.99414,                0.96327,                0.28835,                0.22191,                0.76301,               0.004456,               0.004456,               0.004456
                     59,                0.42599,                0.26731,                0.79288,                0.99726,                0.99783,                0.99412,                 0.9642,                  0.285,                0.22064,                0.76294,               0.004357,               0.004357,               0.004357
                     60,                 0.4212,                0.26494,                 0.7927,                0.99729,                0.99784,                0.99414,                0.96519,                0.28407,                0.21927,                0.76265,               0.004258,               0.004258,               0.004258
                     61,                0.42152,                0.26408,                0.79257,                0.99732,                0.99802,                0.99418,                0.96552,                0.28228,                0.21848,                0.76241,               0.004159,               0.004159,               0.004159
                     62,                0.41917,                0.26429,                0.79277,                0.99734,                 0.9979,                0.99417,                0.96512,                0.28392,                0.21815,                0.76255,                0.00406,                0.00406,                0.00406
                     63,                0.41624,                0.26225,                0.79233,                0.99734,                0.99798,                0.99415,                0.96552,                0.28128,                0.21704,                0.76235,               0.003961,               0.003961,               0.003961
                     64,                0.41187,                0.25968,                 0.7915,                0.99728,                0.99801,                0.99417,                0.96608,                0.27979,                 0.2168,                0.76208,               0.003862,               0.003862,               0.003862
                     65,                0.41096,                0.25986,                 0.7915,                0.99729,                0.99802,                 0.9942,                0.96655,                0.28002,                0.21625,                 0.7619,               0.003763,               0.003763,               0.003763
                     66,                0.40888,                0.25923,                0.79146,                0.99732,                0.99798,                0.99417,                0.96706,                 0.2768,                0.21473,                0.76152,               0.003664,               0.003664,               0.003664
                     67,                0.40384,                0.25642,                0.79097,                0.99737,                0.99793,                0.99419,                0.96683,                0.27557,                0.21426,                 0.7614,               0.003565,               0.003565,               0.003565
                     68,                0.40218,                0.25507,                0.79078,                0.99733,                0.99789,                0.99421,                 0.9669,                 0.2742,                0.21352,                0.76121,               0.003466,               0.003466,               0.003466
                     69,                0.39991,                0.25401,                0.79025,                0.99741,                0.99789,                0.99418,                0.96729,                0.27397,                0.21327,                0.76092,               0.003367,               0.003367,               0.003367
                     70,                0.39633,                0.25362,                0.78989,                0.99745,                0.99779,                 0.9942,                0.96691,                0.27467,                0.21311,                  0.761,               0.003268,               0.003268,               0.003268
                     71,                0.39529,                0.25186,                0.78989,                0.99744,                0.99784,                 0.9942,                0.96786,                0.27205,                0.21211,                0.76084,               0.003169,               0.003169,               0.003169
                     72,                0.39254,                0.25108,                0.79023,                0.99743,                0.99788,                0.99421,                0.96778,                0.27074,                0.21134,                0.76076,                0.00307,                0.00307,                0.00307
                     73,                0.38974,                0.25059,                0.78974,                0.99743,                0.99786,                0.99423,                0.96814,                0.26913,                0.21065,                0.76059,               0.002971,               0.002971,               0.002971
                     74,                0.38714,                0.24936,                0.78917,                0.99737,                0.99792,                0.99423,                0.96941,                0.26621,                0.20932,                0.76028,               0.002872,               0.002872,               0.002872
                     75,                 0.3847,                  0.248,                0.78867,                0.99745,                0.99794,                0.99424,                0.97017,                0.26437,                0.20846,                0.76011,               0.002773,               0.002773,               0.002773
                     76,                0.38309,                0.24614,                0.78913,                0.99745,                0.99787,                0.99424,                0.97022,                0.26353,                0.20777,                0.75991,               0.002674,               0.002674,               0.002674
                     77,                0.37886,                0.24536,                0.78868,                0.99747,                0.99787,                0.99425,                0.97036,                 0.2632,                0.20748,                0.75978,               0.002575,               0.002575,               0.002575
                     78,                0.37816,                 0.2452,                0.78821,                0.99751,                0.99786,                0.99423,                0.97073,                0.26264,                0.20705,                0.75967,               0.002476,               0.002476,               0.002476
                     79,                0.37494,                0.24366,                0.78826,                0.99754,                0.99792,                0.99425,                0.97148,                0.26149,                 0.2062,                0.75956,               0.002377,               0.002377,               0.002377
                     80,                0.37268,                0.24144,                0.78793,                0.99754,                0.99794,                0.99426,                0.97151,                0.26127,                0.20572,                0.75952,               0.002278,               0.002278,               0.002278
                     81,                0.36916,                0.24204,                0.78775,                0.99753,                0.99793,                0.99428,                0.97181,                 0.2597,                0.20518,                0.75928,               0.002179,               0.002179,               0.002179
                     82,                0.37071,                0.24177,                0.78755,                0.99758,                0.99788,                0.99429,                0.97217,                0.25774,                0.20459,                0.75911,                0.00208,                0.00208,                0.00208
                     83,                0.36554,                0.23891,                 0.7873,                0.99755,                0.99791,                0.99429,                 0.9724,                0.25671,                0.20412,                0.75901,               0.001981,               0.001981,               0.001981
                     84,                0.36386,                0.23862,                0.78729,                0.99755,                0.99799,                0.99428,                0.97301,                0.25526,                0.20331,                0.75894,               0.001882,               0.001882,               0.001882
                     85,                0.36047,                0.23677,                0.78686,                0.99756,                0.99805,                0.99429,                 0.9731,                0.25434,                 0.2028,                0.75877,               0.001783,               0.001783,               0.001783
                     86,                0.35906,                 0.2362,                0.78623,                0.99758,                0.99801,                0.99428,                0.97309,                 0.2534,                0.20211,                0.75867,               0.001684,               0.001684,               0.001684
                     87,                0.35553,                0.23502,                0.78647,                0.99756,                0.99802,                0.99428,                0.97325,                0.25251,                0.20178,                0.75858,               0.001585,               0.001585,               0.001585
                     88,                0.35414,                0.23387,                0.78643,                0.99753,                0.99799,                0.99428,                0.97339,                0.25162,                0.20148,                0.75849,               0.001486,               0.001486,               0.001486
                     89,                0.35127,                0.23292,                0.78572,                0.99757,                0.99796,                0.99428,                0.97345,                0.25093,                0.20098,                0.75839,               0.001387,               0.001387,               0.001387
                     90,                0.35167,                0.23347,                0.78568,                0.99757,                0.99792,                0.99427,                0.97359,                0.25014,                0.20072,                0.75825,               0.001288,               0.001288,               0.001288
                     91,                0.31004,                0.20956,                0.77915,                0.99753,                0.99797,                0.99427,                0.97362,                0.25113,                0.20062,                0.75827,               0.001189,               0.001189,               0.001189
                     92,                0.29432,                0.20272,                0.77728,                0.99752,                0.99799,                0.99427,                0.97406,                0.25079,                0.19991,                0.75828,                0.00109,                0.00109,                0.00109
                     93,                0.28729,                0.19974,                 0.7766,                 0.9976,                0.99794,                0.99427,                0.97442,                 0.2506,                0.19937,                0.75827,               0.000991,               0.000991,               0.000991
                     94,                0.28517,                0.19967,                0.77598,                0.99761,                0.99795,                0.99428,                0.97487,                0.24975,                 0.1987,                0.75827,               0.000892,               0.000892,               0.000892
                     95,                0.28088,                0.19707,                0.77563,                0.99764,                0.99795,                0.99427,                 0.9753,                0.24913,                0.19804,                 0.7583,               0.000793,               0.000793,               0.000793
                     96,                0.27863,                0.19573,                0.77569,                0.99767,                0.99795,                0.99428,                0.97544,                 0.2483,                0.19745,                0.75824,               0.000694,               0.000694,               0.000694
                     97,                0.27432,                0.19411,                0.77548,                0.99774,                0.99793,                0.99429,                0.97568,                0.24711,                0.19679,                0.75819,               0.000595,               0.000595,               0.000595
                     98,                0.27199,                0.19304,                0.77548,                0.99775,                0.99793,                0.99429,                0.97595,                0.24619,                0.19617,                0.75815,               0.000496,               0.000496,               0.000496
                     99,                0.27017,                0.19225,                0.77495,                0.99774,                0.99793,                0.99429,                0.97599,                0.24578,                0.19591,                 0.7581,               0.000397,               0.000397,               0.000397
                    100,                 0.2656,                0.19043,                 0.7742,                0.99774,                0.99794,                0.99429,                 0.9761,                0.24539,                0.19559,                0.75807,               0.000298,               0.000298,               0.000298
